Time,Sample,Replicate,CD,CA,EL,DP,BU,PV,CDEVO
0,CD_CA,1,0.00275,0.00275,0,0,0,0,0
0,CD_CA,2,0.00275,0.00275,0,0,0,0,0
0,CD_CA,3,0.00275,0.00275,0,0,0,0,0
0,CD_EL,1,0.00275,0,0.00275,0,0,0,0
0,CD_EL,2,0.00275,0,0.00275,0,0,0,0
0,CD_EL,3,0.00275,0,0.00275,0,0,0,0
0,CD_DP,1,0.00275,0,0,0.00275,0,0,0
0,CD_DP,2,0.00275,0,0,0.00275,0,0,0
0,CD_DP,3,0.00275,0,0,0.00275,0,0,0
0,CD_BU,1,0.00275,0,0,0,0.00275,0,0
0,CD_BU,2,0.00275,0,0,0,0.00275,0,0
0,CD_BU,3,0.00275,0,0,0,0.00275,0,0
0,CD_PV,1,0.00275,0,0,0,0,0.00275,0
0,CD_PV,2,0.00275,0,0,0,0,0.00275,0
0,CD_PV,3,0.00275,0,0,0,0,0.00275,0
1,CD_CA,1,0.429843349,0.054056622,0,0,0,0,0
1,CD_CA,2,0.412226531,0.035773443,0,0,0,0,0
1,CD_CA,3,0.396033151,0.033066846,0,0,0,0,0
1,CD_EL,1,0.404245379,0,0.115954596,0,0,0,0
1,CD_EL,2,0.40065496,0,0.163545044,0,0,0,0
1,CD_EL,3,0.472677944,0,0.098522029,0,0,0,0
1,CD_DP,1,0.358209881,0,0,0.139190125,0,0,0
1,CD_DP,2,0.345655042,0,0,0.13124496,0,0,0
1,CD_DP,3,0.35266814,0,0,0.13733183,0,0,0
1,CD_BU,1,0.526139983,0,0,0,0.60605998,0,0
1,CD_BU,2,0.607989845,0,0,0,0.535610102,0,0
1,CD_BU,3,0.585377769,0,0,0,0.561522249,0,0
1,CD_PV,1,0.828465233,0,0,0,0,0.440834711,0
1,CD_PV,2,0.895146401,0,0,0,0,0.381753612,0
1,CD_PV,3,0.675709963,0,0,0,0,0.567390045,0
7,CD_CA,1,0.471726268,0.03620706,0,0,0,0,0
7,CD_CA,2,0.323657752,0.029275576,0,0,0,0,0
7,CD_CA,3,0.318028662,0.021004684,0,0,0,0,0
7,CD_EL,1,0.306275524,0,0.048657807,0,0,0,0
7,CD_EL,2,0.297370034,0,0.047863297,0,0,0,0
7,CD_EL,3,0.389734812,0,0.069298509,0,0,0,0
7,CD_DP,1,0.692864855,0,0,0.169068505,0,0,0
7,CD_DP,2,0.406694978,0,0,0.13523833,0,0,0
7,CD_DP,3,0.310109868,0,0,0.123023476,0,0,0
7,CD_BU,1,0.46365889,0,0,0,0.094274451,0,0
7,CD_BU,2,0.448411451,0,0,0,0.124421859,0,0
7,CD_BU,3,0.510361033,0,0,0,0.092072301,0,0
7,CD_PV,1,0.927479866,0,0,0,0,0.130153425,0
7,CD_PV,2,0.892150835,0,0,0,0,0.157682473,0
7,CD_PV,3,0.881096542,0,0,0,0,0.162436793,0
14,CD_EL,1,0.757676506,0,0.135390181,0,0,0,0
14,CD_EL,2,0.595276057,0,0.129190607,0,0,0,0
14,CD_EL,3,0.375392998,0,0.074273663,0,0,0,0
14,CD_DP,1,0.32349498,0,0,0.170871708,0,0,0
14,CD_DP,2,0.341441827,0,0,0.122424866,0,0,0
14,CD_DP,3,0.306771492,0,0,0.143595166,0,0,0
14,CD_BU,1,0.387587037,0,0,0,0.173579649,0,0
14,CD_BU,2,0.458883805,0,0,0,0.118582845,0,0
14,CD_BU,3,0.425745945,0,0,0,0.119820715,0,0
14,CD_PV,1,0.818871035,0,0,0,0,0.1661956,0
14,CD_PV,2,0.288619039,0,0,0,0,0.881047592,0
14,CD_PV,3,0.436600788,0,0,0,0,0.615965842,0
21,CD_EL,1,0.502452685,0,0.139380667,0,0,0,0
21,CD_EL,2,0.427335979,0,0.14119737,0,0,0,0
21,CD_EL,3,0.447257925,0,0.15567541,0,0,0,0
21,CD_DP,1,0.363450767,0,0,0.206782565,0,0,0
21,CD_DP,2,0.287860765,0,0,0.22647259,0,0,0
21,CD_DP,3,0.295284131,0,0,0.207149216,0,0,0
21,CD_BU,1,0.416015446,0,0,0,0.141117858,0,0
21,CD_BU,2,0.419592007,0,0,0,0.176841322,0,0
21,CD_BU,3,0.430652755,0,0,0,0.176980584,0,0
21,CD_PV,1,0.003231877,0,0,0,0,1.081601494,0
21,CD_PV,2,0.253303021,0,0,0,0,0.861230272,0
21,CD_PV,3,0.136017332,0,0,0,0,0.985715964,0
28,CD_EL,2,0.373520101,0,0.218746578,0,0,0,0
28,CD_EL,3,0.443291491,0,0.193675154,0,0,0,0
28,CD_DP,1,0.21735866,0,0,0.193408002,0,0,0
28,CD_DP,2,0.247005231,0,0,0.251761429,0,0,0
28,CD_BU,1,0.442274019,0,0,0,0.14239265,0,0
28,CD_PV,1,0.000795328,0,0,0,0,1.094371296,0
28,CD_PV,2,0.256170312,0,0,0,0,0.917796394,0
35,CD_EL,2,0.357932003,0,0.18363468,0,0,0,0
35,CD_EL,3,0.458628762,0,0.101437891,0,0,0,0
35,CD_DP,1,0.180665761,0,0,0.225200904,0,0,0
35,CD_DP,2,0.107712791,0,0,0.261353878,0,0,0
35,CD_BU,1,0.428128386,0,0,0,0.151938307,0,0
35,CD_PV,1,0.00129507,0,0,0,0,1.137071641,0
35,CD_PV,2,0.000711418,0,0,0,0,1.131155287,0
35,CD_PV,3,0.413682296,0,0,0,0,0.643184362,0
42,CD_EL,2,0.533498261,0,0.142501743,0,0,0,0
42,CD_EL,3,0.606077454,0,0.138622566,0,0,0,0
42,CD_DP,2,0.12675738,0,0,0.310542621,0,0,0
42,CD_BU,1,0.554043127,0,0,0,0.182356886,0,0
42,CD_PV,1,0.000573037,0,0,0,0,1.225726909,0
42,CD_PV,2,0.002490621,0,0,0,0,1.27220937,0
42,CD_PV,3,0.006746615,0,0,0,0,1.103553395,0
49,CD_EL,2,0.474934195,0,0.182332487,0,0,0,0
49,CD_EL,3,0.554894344,0,0.1107723,0,0,0,0
49,CD_DP,2,0.309582052,0,0,0.218384631,0,0,0
49,CD_BU,1,0.504401366,0,0,0,0.176365281,0,0
49,CD_PV,1,0.002602228,0,0,0,0,1.165364381,0
49,CD_PV,2,0.000413487,0,0,0,0,1.163553173,0
49,CD_PV,3,0.000817443,0,0,0,0,1.052049259,0
56,CD_DP,2,0.124640106,0,0,0.248926551,0,0,0
56,CD_BU,1,0.424034336,0,0,0,0.136232308,0,0
56,CD_PV,1,0,0,0,0,0,1.159666628,0
56,CD_PV,2,0.000129265,0,0,0,0,1.161837386,0
56,CD_PV,3,0.000131128,0,0,0,0,1.010735484,0
64,CD_DP,2,0.05572878,0,0,0.393771197,0,0,0
64,CD_BU,1,0.528017508,0,0,0,0.225382473,0,0
64,CD_PV,1,0.000338386,0,0,0,0,1.178261639,0
64,CD_PV,2,0.000389081,0,0,0,0,1.147010893,0
64,CD_PV,3,0,0,0,0,0,1.184400034,0
0,CD,1,0.0055,0,0,0,0,0,0
0,CD,2,0.0055,0,0,0,0,0,0
0,CD,3,0.0055,0,0,0,0,0,0
1,CD,1,0.414499988,0,0,0,0,0,0
1,CD,2,0.421600004,0,0,0,0,0,0
1,CD,3,0.425300022,0,0,0,0,0,0
7,CD,1,0.215533326,0,0,0,0,0,0
7,CD,2,0.255933324,0,0,0,0,0,0
7,CD,3,0.37773333,0,0,0,0,0,0
14,CD,1,0.245266659,0,0,0,0,0,0
14,CD,2,0.211966676,0,0,0,0,0,0
14,CD,3,0.184766663,0,0,0,0,0,0
21,CD,1,0.314133334,0,0,0,0,0,0
21,CD,2,0.24993332,0,0,0,0,0,0
21,CD,3,0.321133333,0,0,0,0,0,0
28,CD,2,0.359466672,0,0,0,0,0,0
28,CD,3,0.363566667,0,0,0,0,0,0
35,CD,2,0.320366663,0,0,0,0,0,0
35,CD,3,0.33926667,0,0,0,0,0,0
42,CD,2,0.384500002,0,0,0,0,0,0
42,CD,3,0.397500013,0,0,0,0,0,0
49,CD,2,0.341266667,0,0,0,0,0,0
49,CD,3,0.308066671,0,0,0,0,0,0
56,CD,2,0.310266674,0,0,0,0,0,0
56,CD,3,0.325666666,0,0,0,0,0,0
64,CD,2,0.362499995,0,0,0,0,0,0
64,CD,3,0.353200001,0,0,0,0,0,0
0,BU,1,0,0,0,0,0.0055,0,0
0,BU,2,0,0,0,0,0.0055,0,0
0,BU,3,0,0,0,0,0.0055,0,0
1,BU,1,0,0,0,0,1.000699957,0,0
1,BU,2,0,0,0,0,0.979299982,0,0
1,BU,3,0,0,0,0,0.97119995,0,0
7,BU,1,0,0,0,0,0.373733322,0,0
7,BU,2,0,0,0,0,0.371433328,0,0
7,BU,3,0,0,0,0,0.366333346,0,0
14,BU,1,0,0,0,0,0.445566637,0,0
14,BU,2,0,0,0,0,0.450466675,0,0
14,BU,3,0,0,0,0,0.431066674,0,0
21,BU,1,0,0,0,0,0.474833357,0,0
21,BU,2,0,0,0,0,0.468833315,0,0
21,BU,3,0,0,0,0,0.452133345,0,0
28,BU,1,0,0,0,0,0.462266684,0,0
28,BU,2,0,0,0,0,0.454566658,0,0
28,BU,3,0,0,0,0,0.438766658,0,0
35,BU,3,0,0,0,0,0.488566649,0,0
42,BU,3,0,0,0,0,0.572900002,0,0
49,BU,3,0,0,0,0,0.504466658,0,0
56,BU,3,0,0,0,0,0.526966661,0,0
64,BU,3,0,0,0,0,0.56500001,0,0
0,PV,1,0,0,0,0,0,0.0055,0
0,PV,2,0,0,0,0,0,0.0055,0
0,PV,3,0,0,0,0,0,0.0055,0
1,PV,1,0,0,0,0,0,0.854999979,0
1,PV,2,0,0,0,0,0,0.844500025,0
1,PV,3,0,0,0,0,0,0.841500004,0
7,PV,1,0,0,0,0,0,1.024433384,0
7,PV,2,0,0,0,0,0,1.045733343,0
7,PV,3,0,0,0,0,0,1.094433318,0
14,PV,1,0,0,0,0,0,1.101766688,0
14,PV,2,0,0,0,0,0,1.124366624,0
14,PV,3,0,0,0,0,0,1.038966638,0
21,PV,1,0,0,0,0,0,1.047333347,0
21,PV,2,0,0,0,0,0,1.084433305,0
21,PV,3,0,0,0,0,0,1.084533321,0
28,PV,1,0,0,0,0,0,0.995166719,0
28,PV,2,0,0,0,0,0,1.003866613,0
28,PV,3,0,0,0,0,0,1.029266655,0
35,PV,1,0,0,0,0,0,1.138766659,0
35,PV,2,0,0,0,0,0,1.101866615,0
35,PV,3,0,0,0,0,0,1.019366634,0
42,PV,1,0,0,0,0,0,1.186400001,0
42,PV,2,0,0,0,0,0,1.156300013,0
42,PV,3,0,0,0,0,0,1.188600009,0
49,PV,1,0,0,0,0,0,1.177066689,0
49,PV,2,0,0,0,0,0,1.129766708,0
49,PV,3,0,0,0,0,0,1.106066709,0
56,PV,1,0,0,0,0,0,1.044166654,0
56,PV,2,0,0,0,0,0,1.147666663,0
56,PV,3,0,0,0,0,0,1.120966643,0
64,PV,1,0,0,0,0,0,1.136699987,0
64,PV,2,0,0,0,0,0,1.180399967,0
64,PV,3,0,0,0,0,0,1.13690002,0
0,CA,1,0,0.0055,0,0,0,0,0
0,CA,2,0,0.0055,0,0,0,0,0
0,CA,3,0,0.0055,0,0,0,0,0
1,CA,1,0,0.106300001,0,0,0,0,0
1,CA,2,0,0.119899993,0,0,0,0,0
1,CA,3,0,0.136699994,0,0,0,0,0
7,CA,1,0,-0.000366663,0,0,0,0,0
7,CA,2,0,-0.001966668,0,0,0,0,0
7,CA,3,0,0.000633332,0,0,0,0,0
14,CA,1,0,0.001366665,0,0,0,0,0
14,CA,2,0,0.002466669,0,0,0,0,0
14,CA,3,0,0.004766663,0,0,0,0,0
21,CA,1,0,0.005433331,0,0,0,0,0
21,CA,2,0,0.004033337,0,0,0,0,0
21,CA,3,0,0.006033334,0,0,0,0,0
28,CA,1,0,0.012166664,0,0,0,0,0
28,CA,2,0,0.009266667,0,0,0,0,0
28,CA,3,0,0.007566668,0,0,0,0,0
35,CA,1,0,-0.000833335,0,0,0,0,0
35,CA,2,0,-0.003133337,0,0,0,0,0
35,CA,3,0,6.67E-05,0,0,0,0,0
42,CA,1,0,0.051599999,0,0,0,0,0
42,CA,2,0,0.050599997,0,0,0,0,0
42,CA,3,0,0.0543,0,0,0,0,0
49,CA,1,0,0.000566666,0,0,0,0,0
49,CA,2,0,-0.003833334,0,0,0,0,0
49,CA,3,0,-0.003233331,0,0,0,0,0
56,CA,1,0,0.012766667,0,0,0,0,0
56,CA,2,0,0.010766663,0,0,0,0,0
56,CA,3,0,0.010866664,0,0,0,0,0
64,CA,1,0,-0.003000001,0,0,0,0,0
64,CA,3,0,-0.002399998,0,0,0,0,0
0,DP,1,0,0,0,0.0055,0,0,0
0,DP,2,0,0,0,0.0055,0,0,0
0,DP,3,0,0,0,0.0055,0,0,0
1,DP,1,0,0,0,0.219400009,0,0,0
1,DP,2,0,0,0,0.221200009,0,0,0
1,DP,3,0,0,0,0.219699999,0,0,0
7,DP,1,0,0,0,0.163433338,0,0,0
7,DP,2,0,0,0,0.167433331,0,0,0
7,DP,3,0,0,0,0.169633339,0,0,0
14,DP,1,0,0,0,0.18636666,0,0,0
14,DP,2,0,0,0,0.187466664,0,0,0
14,DP,3,0,0,0,0.175366667,0,0,0
21,DP,1,0,0,0,0.19653334,0,0,0
21,DP,2,0,0,0,0.189733344,0,0,0
21,DP,3,0,0,0,0.190633344,0,0,0
28,DP,1,0,0,0,0.202866673,0,0,0
28,DP,2,0,0,0,0.184066653,0,0,0
28,DP,3,0,0,0,0.191966653,0,0,0
35,DP,1,0,0,0,0.20426665,0,0,0
35,DP,2,0,0,0,0.203766656,0,0,0
35,DP,3,0,0,0,0.195266676,0,0,0
42,DP,1,0,0,0,0.261599993,0,0,0
42,DP,2,0,0,0,0.259799992,0,0,0
42,DP,3,0,0,0,0.257900005,0,0,0
49,DP,1,0,0,0,0.196766679,0,0,0
49,DP,2,0,0,0,0.205366676,0,0,0
49,DP,3,0,0,0,0.202166652,0,0,0
56,DP,1,0,0,0,0.200466663,0,0,0
56,DP,2,0,0,0,0.199966669,0,0,0
56,DP,3,0,0,0,0.204966664,0,0,0
64,DP,2,0,0,0,0.199799997,0,0,0
64,DP,3,0,0,0,0.202200008,0,0,0
0,EL,1,0,0,0.0055,0,0,0,0
0,EL,2,0,0,0.0055,0,0,0,0
0,EL,3,0,0,0.0055,0,0,0,0
1,EL,1,0,0,0.196,0,0,0,0
1,EL,2,0,0,0.198700001,0,0,0,0
1,EL,3,0,0,0.201499989,0,0,0,0
7,EL,1,0,0,0.175533334,0,0,0,0
7,EL,2,0,0,0.173633332,0,0,0,0
7,EL,3,0,0,0.161733339,0,0,0,0
14,EL,1,0,0,0.173366663,0,0,0,0
14,EL,2,0,0,0.184266669,0,0,0,0
14,EL,3,0,0,0.177066666,0,0,0,0
21,EL,1,0,0,0.130633327,0,0,0,0
21,EL,2,0,0,0.115333336,0,0,0,0
21,EL,3,0,0,0.132733333,0,0,0,0
28,EL,1,0,0,0.159766674,0,0,0,0
28,EL,2,0,0,0.160466671,0,0,0,0
28,EL,3,0,0,0.151466668,0,0,0,0
35,EL,1,0,0,0.098466662,0,0,0,0
35,EL,2,0,0,0.122166661,0,0,0,0
42,EL,1,0,0,0.19279999,0,0,0,0
42,EL,2,0,0,0.189799999,0,0,0,0
42,EL,3,0,0,0.182699998,0,0,0,0
49,EL,1,0,0,0.121266668,0,0,0,0
49,EL,2,0,0,0.131666665,0,0,0,0
49,EL,3,0,0,0.130266671,0,0,0,0
56,EL,1,0,0,0.101366669,0,0,0,0
56,EL,2,0,0,0.120466664,0,0,0,0
56,EL,3,0,0,0.129266664,0,0,0,0
64,EL,1,0,0,0.146699992,0,0,0,0
64,EL,2,0,0,0.146899996,0,0,0,0
0,CDEVO_PV,1,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,2,0,0,0,0,0,0.00275,0.00275
0,CDEVO_PV,3,0,0,0,0,0,0.00275,0.00275
1,CDEVO_PV,1,0,0,0,0,0,0.987357675,0.17117567
1,CDEVO_PV,2,0,0,0,0,0,1.063166919,0.097766466
1,CDEVO_PV,3,0,0,0,0,0,1.054354102,0.094679216
7,CDEVO_PV,1,0,0,0,0,0,0.269408223,0.807058399
7,CDEVO_PV,2,0,0,0,0,0,0.941760921,0.2567058
7,CDEVO_PV,3,0,0,0,0,0,0.972284587,0.182882101
14,CDEVO_PV,1,0,0,0,0,0,0.443843944,0.762056084
14,CDEVO_PV,3,0,0,0,0,0,0.972130312,0.20696968
21,CDEVO_PV,1,0,0,0,0,0,0.963023282,0.279276752
21,CDEVO_PV,2,0,0,0,0,0,0.406757073,0.749742909
21,CDEVO_PV,3,0,0,0,0,0,1.02927522,0.240624744
28,CDEVO_PV,1,0,0,0,0,0,1.01864259,0.105424031
28,CDEVO_PV,2,0,0,0,0,0,0.983102389,0.029464326
28,CDEVO_PV,3,0,0,0,0,0,0.224156026,0.921410586
35,CDEVO_PV,1,0,0,0,0,0,1.079641158,0.000958828
35,CDEVO_PV,2,0,0,0,0,0,1.076600038,0
35,CDEVO_PV,3,0,0,0,0,0,1.167900048,0
49,CDEVO_PV,2,0,0,0,0,0,1.190679076,0.002587629
49,CDEVO_PV,3,0,0,0,0,0,1.153230338,0.001036332
64,CDEVO_PV,1,0,0,0,0,0,1.02829309,0.001140225
64,CDEVO_PV,2,0,0,0,0,0,1.061633294,0
64,CDEVO_PV,3,0,0,0,0,0,1.170568988,0.001864334
0,CDEVO,1,0,0,0,0,0,0,0.0055
0,CDEVO,2,0,0,0,0,0,0,0.0055
0,CDEVO,3,0,0,0,0,0,0,0.0055
1,CDEVO,1,0,0,0,0,0,0,0.414499988
1,CDEVO,2,0,0,0,0,0,0,0.421600004
1,CDEVO,3,0,0,0,0,0,0,0.425300022
7,CDEVO,1,0,0,0,0,0,0,0.215533326
7,CDEVO,2,0,0,0,0,0,0,0.255933324
7,CDEVO,3,0,0,0,0,0,0,0.37773333
14,CDEVO,1,0,0,0,0,0,0,0.245266659
14,CDEVO,2,0,0,0,0,0,0,0.211966676
14,CDEVO,3,0,0,0,0,0,0,0.184766663
21,CDEVO,1,0,0,0,0,0,0,0.314133334
21,CDEVO,2,0,0,0,0,0,0,0.24993332
21,CDEVO,3,0,0,0,0,0,0,0.321133333
28,CDEVO,2,0,0,0,0,0,0,0.359466672
28,CDEVO,3,0,0,0,0,0,0,0.363566667
35,CDEVO,2,0,0,0,0,0,0,0.320366663
35,CDEVO,3,0,0,0,0,0,0,0.33926667
42,CDEVO,2,0,0,0,0,0,0,0.384500002
42,CDEVO,3,0,0,0,0,0,0,0.397500013
49,CDEVO,2,0,0,0,0,0,0,0.341266667
49,CDEVO,3,0,0,0,0,0,0,0.308066671
56,CDEVO,2,0,0,0,0,0,0,0.310266674
56,CDEVO,3,0,0,0,0,0,0,0.325666666
64,CDEVO,2,0,0,0,0,0,0,0.362499995
64,CDEVO,3,0,0,0,0,0,0,0.353200001
